createdAt,userName,action,entityType,entityId,description
2026-09-13T06:46:19.542Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T06:45:12.989Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T05:56:43.140Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T05:56:22.667Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T05:32:33.194Z,Super Admin,task.statusChange,Task,cmtzd5euh003fmp012vpo86gk,"Mengubah status task ""Software: Engineering Breakdown & Design"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:32.087Z,Super Admin,task.statusChange,Task,cmtzd5euh003cmp01dkp6is2j,"Mengubah status task ""Electrical: Engineering Breakdown & Design"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:30.891Z,Super Admin,task.statusChange,Task,cmtzd5euh0039mp01nntodnj6,"Mengubah status task ""Mechanical: Engineering Breakdown & Design"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:29.384Z,Super Admin,task.approvalDecision,Task,cmtzd5euh0036mp01dzvo4bat,"Menyetujui task ""PRD Approval"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:27.997Z,Super Admin,task.statusChange,Task,cmtzd5euh0033mp01bpszgqtn,"Mengubah status task ""PRD (What & Why)"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:26.258Z,Super Admin,task.statusChange,Task,cmtzd5euh0030mp018775cbqo,"Mengubah status task ""Requirement Gathering"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:24.702Z,Super Admin,task.approvalDecision,Task,cmtzd5euh002xmp018278smjk,"Menyetujui task ""Gate 0: Go / Hold / Reject"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:23.065Z,Super Admin,task.statusChange,Task,cmtzd5euh002ump01ybw6stpa,"Mengubah status task ""Project Insight / Initial Alignment"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:32:10.805Z,Super Admin,task.statusChange,Task,cmtty6hb0000js301gcax6j4u,"Mengubah status task ""testing"" (project ""Project Prima"") menjadi TODO"
2026-09-13T05:31:56.341Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T05:31:28.843Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-13T05:26:16.361Z,Rafif,task.statusChange,Task,cmtzd5eui003omp01g3uhanla,"Mengubah status task ""Purchasing: Material Readiness / Monitoring"" (project ""Prima 2"") menjadi DONE"
2026-09-13T05:23:37.430Z,Rafif,materialRequest.process,MaterialRequest,cmtzdavad004zmp019ik08zcv,"Memproses pengajuan ""1"" (project ""Prima 2"") menjadi COMPLETED"
2026-09-13T05:23:36.010Z,Rafif,materialRequest.process,MaterialRequest,cmtzdavad004zmp019ik08zcv,"Memproses pengajuan ""1"" (project ""Prima 2"") menjadi PROCESSING"
2026-09-13T05:23:18.681Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-13T05:22:53.922Z,Angga,materialRequest.review,MaterialRequest,cmtzdavad004zmp019ik08zcv,"Menyetujui pengajuan ""1"" (project ""Prima 2"")"
2026-09-13T05:22:36.308Z,Angga,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""1"" untuk project ""Prima 2"""
2026-09-13T05:19:02.831Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-13T05:18:21.643Z,Wisnuazi,project.create,Project,cmtzd5eug002hmp0106p4v560,"Membuat project ""Prima 2"""
2026-09-13T05:16:22.768Z,Super Admin,project.create,Project,cmtzd2v580001mp019gzmswgw,"Membuat project ""Test Project"""
2026-09-13T05:00:31.631Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T04:58:51.908Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-13T03:37:27.375Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-12T18:30:24.722Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-12T18:29:18.999Z,Kia,auth.login,Auth,cmtr1g3dr000njvs0n1qlg4tf,"""Kia"" login"
2026-09-12T18:17:45.060Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-12T18:17:05.638Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T18:16:04.827Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-12T18:15:40.940Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-12T18:02:35.184Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T14:28:34.943Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T14:26:38.702Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T14:24:04.368Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T14:23:34.736Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-12T14:17:57.064Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T12:57:10.686Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T12:55:38.961Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T12:54:50.294Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T03:57:38.190Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-12T03:21:52.856Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-12T03:20:21.630Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T11:36:15.038Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:35:09.653Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:32:23.819Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:30:46.180Z,Dirga,subtask.update,Subtask,cmtwee3fb001po6014xoyux4v,"Menandai subtask ""jjjj"" (task ""Assembling"") sebagai selesai"
2026-09-11T03:30:30.319Z,Dirga,subtask.create,Subtask,,"Menambahkan subtask ""jjjjjj"" pada task ""Assembling"""
2026-09-11T03:30:13.355Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-11T03:29:53.587Z,Super Admin,subtask.create,Subtask,,"Menambahkan subtask ""jjjjjj"" pada task ""Assembling"""
2026-09-11T03:29:47.742Z,Super Admin,subtask.create,Subtask,,"Menambahkan subtask ""jjjj"" pada task ""Assembling"""
2026-09-11T03:29:39.995Z,Super Admin,task.create,Task,,"Menambahkan task ""Assembling"" di project ""Project Prima"""
2026-09-11T03:28:58.911Z,Super Admin,task.create,Task,,"Menambahkan task ""Testing"" di project ""Project Prima"""
2026-09-11T03:27:40.830Z,Super Admin,task.delete,Task,cmts8vlec002xjvrsqb0cv74c,"Menghapus task ""Cek Kelengkapan Item"" dari project ""Project Prima"""
2026-09-11T03:27:37.422Z,Super Admin,task.delete,Task,cmts8vlec002wjvrshhlxlzy4,"Menghapus task ""Packing Produk"" dari project ""Project Prima"""
2026-09-11T03:27:35.669Z,Super Admin,task.delete,Task,cmts8vlec002vjvrsuolz5khz,"Menghapus task ""Product Release"" dari project ""Project Prima"""
2026-09-11T03:27:34.055Z,Super Admin,task.delete,Task,cmts8vlec002ujvrslcj5oi6m,"Menghapus task ""Final Approval"" dari project ""Project Prima"""
2026-09-11T03:27:32.202Z,Super Admin,task.delete,Task,cmts8vlec002tjvrsgnrg9j1m,"Menghapus task ""Final Release Package"" dari project ""Project Prima"""
2026-09-11T03:27:30.834Z,Super Admin,task.delete,Task,cmts8vlec002sjvrs9ovmb4gt,"Menghapus task ""Product Valid?"" dari project ""Project Prima"""
2026-09-11T03:27:29.432Z,Super Admin,task.delete,Task,cmts8vlec002rjvrs6v20uask,"Menghapus task ""Field Validation"" dari project ""Project Prima"""
2026-09-11T03:27:27.923Z,Super Admin,task.delete,Task,cmts8vlec002qjvrskhlsn5uj,"Menghapus task ""Functional / Verification Test"" dari project ""Project Prima"""
2026-09-11T03:27:26.223Z,Super Admin,task.delete,Task,cmts8vlec002pjvrs9gb6vjaz,"Menghapus task ""Flashing Firmware / Software"" dari project ""Project Prima"""
2026-09-11T03:27:24.515Z,Super Admin,task.delete,Task,cmts8vlec002ojvrsgbya2yxu,"Menghapus task ""Hardware Assembling & Bring-up"" dari project ""Project Prima"""
2026-09-11T03:27:22.912Z,Super Admin,task.delete,Task,cmts8vlec002njvrsns7f64ss,"Menghapus task ""Software Development (Coding)"" dari project ""Project Prima"""
2026-09-11T03:27:21.335Z,Super Admin,task.delete,Task,cmts8vlec002mjvrs4z8cqbzb,"Menghapus task ""Electrical Fabrication"" dari project ""Project Prima"""
2026-09-11T03:27:19.531Z,Super Admin,task.delete,Task,cmts8vlec002ljvrsvddbzy7i,"Menghapus task ""Mechanical Fabrication"" dari project ""Project Prima"""
2026-09-11T03:27:18.055Z,Super Admin,task.delete,Task,cmts8vlec002kjvrsmxmvn6tz,"Menghapus task ""Purchasing: Material Readiness / Monitoring"" dari project ""Project Prima"""
2026-09-11T03:27:16.662Z,Super Admin,task.delete,Task,cmts8vlec002jjvrs541npitk,"Menghapus task ""BOM Released"" dari project ""Project Prima"""
2026-09-11T03:27:14.736Z,Super Admin,task.delete,Task,cmts8vlec002ijvrsh3ob7nhf,"Menghapus task ""Design Review"" dari project ""Project Prima"""
2026-09-11T03:27:13.182Z,Super Admin,task.delete,Task,cmts8vlec002hjvrsete54xvc,"Menghapus task ""Software: Engineering Breakdown & Design"" dari project ""Project Prima"""
2026-09-11T03:27:11.495Z,Super Admin,task.delete,Task,cmts8vlec002gjvrssqmms72v,"Menghapus task ""Electrical: Engineering Breakdown & Design"" dari project ""Project Prima"""
2026-09-11T03:27:10.066Z,Super Admin,task.delete,Task,cmts8vlec002fjvrsyjk1n0iy,"Menghapus task ""Mechanical: Engineering Breakdown & Design"" dari project ""Project Prima"""
2026-09-11T03:27:05.389Z,Super Admin,task.delete,Task,cmts8vlec002ejvrsmbho48ks,"Menghapus task ""PRD Approval"" dari project ""Project Prima"""
2026-09-11T03:27:03.401Z,Super Admin,task.delete,Task,cmts8vlec002djvrsm3i1lldg,"Menghapus task ""PRD (What & Why)"" dari project ""Project Prima"""
2026-09-11T03:27:01.329Z,Super Admin,task.delete,Task,cmts8vlec002cjvrsxsjis5an,"Menghapus task ""Requirement Gathering"" dari project ""Project Prima"""
2026-09-11T03:26:55.913Z,Super Admin,task.delete,Task,cmts8vlec002bjvrsnspm411t,"Menghapus task ""Gate 0: Go / Hold / Reject"" dari project ""Project Prima"""
2026-09-11T03:26:53.149Z,Super Admin,task.delete,Task,cmts8vlec002ajvrscsn17rwa,"Menghapus task ""Project Insight / Initial Alignment"" dari project ""Project Prima"""
2026-09-11T03:26:42.569Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:26:38.452Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:19:23.084Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-11T03:14:34.317Z,Super Admin,task.statusChange,Task,cmts8vlec002kjvrsmxmvn6tz,"Mengubah status task ""Purchasing: Material Readiness / Monitoring"" (project ""Project Prima"") menjadi TODO"
2026-09-11T03:14:33.219Z,Super Admin,task.statusChange,Task,cmts8vlec002gjvrssqmms72v,"Mengubah status task ""Electrical: Engineering Breakdown & Design"" (project ""Project Prima"") menjadi TODO"
2026-09-11T03:14:32.138Z,Super Admin,task.statusChange,Task,cmts8vlec002fjvrsyjk1n0iy,"Mengubah status task ""Mechanical: Engineering Breakdown & Design"" (project ""Project Prima"") menjadi TODO"
2026-09-11T03:14:06.999Z,Super Admin,materialRequest.delete,MaterialRequest,cmtvf5ypo000dl9019kp0y2y9,"Menghapus pengajuan ""Produksi PO Prima"" (project ""Project Prima"")"
2026-09-11T03:14:03.404Z,Super Admin,materialRequest.delete,MaterialRequest,cmtvf7who000ql901jwj9osoq,"Menghapus pengajuan ""Produksi PO Prima 2"" (project ""Project Prima"")"
2026-09-11T03:14:01.809Z,Super Admin,materialRequest.delete,MaterialRequest,cmtttkc4s0003jvf8tbhmt5o2,"Menghapus pengajuan ""Contoh Item"" (project ""Project Prima"")"
2026-09-11T03:14:00.421Z,Super Admin,materialRequest.delete,MaterialRequest,cmtttmpuz000fjvf8giivlj67,"Menghapus pengajuan ""Contoh 2"" (project ""Project Prima"")"
2026-09-11T03:13:37.936Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:12:53.744Z,Super Admin,user.create,User,cmtwdsd0m000uma01qg0e1q87,"Membuat akun user ""Pur Test"" (pur-test@vortecsystem.com)"
2026-09-11T03:12:53.291Z,Super Admin,user.create,User,cmtwdsco2000pma01i0fsk6tj,"Membuat akun user ""PM Test"" (pm-test@vortecsystem.com)"
2026-09-11T03:12:52.798Z,Super Admin,user.create,User,cmtwdsc9s000kma01g8efiob8,"Membuat akun user ""Eng Test"" (eng-test@vortecsystem.com)"
2026-09-11T03:12:51.701Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:12:34.830Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-11T03:11:46.892Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-11T03:10:32.549Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-11T03:10:17.636Z,Firman,auth.login,Auth,cmtr1g3fg0011jvs00u4a8s3q,"""Firman"" login"
2026-09-11T03:10:12.049Z,Agan,auth.login,Auth,cmtr1g3eh000ujvs05wfkt6wm,"""Agan"" login"
2026-09-11T03:10:00.390Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-11T03:09:52.477Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-11T03:09:36.453Z,Wisnuazi,materialRequest.process,MaterialRequest,cmtvf5ypo000dl9019kp0y2y9,"Memproses pengajuan ""Produksi PO Prima"" (project ""Project Prima"") menjadi COMPLETED"
2026-09-11T03:07:53.555Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-11T02:53:15.558Z,Agan,auth.login,Auth,cmtr1g3eh000ujvs05wfkt6wm,"""Agan"" login"
2026-09-11T02:50:10.216Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T11:08:29.647Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-10T11:08:22.882Z,Rafif,materialRequest.process,MaterialRequest,cmtvf7who000ql901jwj9osoq,"Memproses pengajuan ""Produksi PO Prima 2"" (project ""Project Prima"") menjadi COMPLETED"
2026-09-10T11:08:16.772Z,Rafif,materialRequest.process,MaterialRequest,cmtvf7who000ql901jwj9osoq,"Memproses pengajuan ""Produksi PO Prima 2"" (project ""Project Prima"") menjadi PROCESSING"
2026-09-10T11:07:22.154Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-10T11:07:09.568Z,Wisnuazi,materialRequest.review,MaterialRequest,cmtvf7who000ql901jwj9osoq,"Menyetujui pengajuan ""Produksi PO Prima 2"" (project ""Project Prima"")"
2026-09-10T11:06:56.988Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T11:06:36.861Z,Agan,auth.login,Auth,cmtr1g3eh000ujvs05wfkt6wm,"""Agan"" login"
2026-09-10T11:06:18.473Z,Rafif,materialRequest.process,MaterialRequest,cmtvf5ypo000dl9019kp0y2y9,"Memproses pengajuan ""Produksi PO Prima"" (project ""Project Prima"") menjadi PROCESSING"
2026-09-10T11:05:47.046Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-10T11:05:18.210Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T11:05:12.576Z,Aryo,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""Produksi PO Prima 2"" untuk project ""Project Prima"""
2026-09-10T11:04:37.958Z,Aryo,auth.login,Auth,cmtr1g3gi0019jvs0eyzlxgvx,"""Aryo"" login"
2026-09-10T11:04:16.690Z,Angga,materialRequest.review,MaterialRequest,cmtvf5ypo000dl9019kp0y2y9,"Menyetujui pengajuan ""Produksi PO Prima"" (project ""Project Prima"")"
2026-09-10T11:04:02.469Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-10T11:03:41.870Z,Agan,materialRequest.submit,MaterialRequest,,"Mengajukan bahan baku ""Produksi PO Prima"" untuk project ""Project Prima"""
2026-09-10T11:02:04.146Z,Agan,auth.login,Auth,cmtr1g3eh000ujvs05wfkt6wm,"""Agan"" login"
2026-09-10T11:01:56.040Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-10T11:01:44.609Z,Wiyanto,auth.login,Auth,cmtr1g3dd000gjvs0ovn15ng1,"""Wiyanto"" login"
2026-09-10T10:59:59.011Z,Super Admin,bomItem.create,BomItem,cmtvf16rt0003l901m27ur48v,"Mengajukan item MBOM ""Smoke MBOM item"" (project ""Project Prima"")"
2026-09-10T10:59:57.874Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T08:36:57.816Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T08:36:17.464Z,Wiyanto,auth.login,Auth,cmtr1g3dd000gjvs0ovn15ng1,"""Wiyanto"" login"
2026-09-10T08:36:05.477Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T08:35:48.832Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-10T08:34:56.059Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-10T08:34:12.812Z,Dirga,auth.login,Auth,cmtr1g3fu0015jvs0u5ztl62b,"""Dirga"" login"
2026-09-10T08:31:40.210Z,Super Admin,user.delete,User,cmtv9f1me0004s101cz0rka95,"Menghapus akun user ""Angga Test PM"""
2026-09-10T08:29:24.715Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T08:29:01.736Z,Super Admin,kasbonSubmission.approve,KasbonSubmission,cmtv9h3il000ps101o6ddugz9,Menyetujui pengajuan kasbon (OL Test) pada fase Operational 2026-09 Phase 3
2026-09-10T08:27:37.849Z,Wiyanto,material.delete,Material,cmts2w41s0000jvbs5mjmiyu9,"Menghapus bahan baku ""GPS module"""
2026-09-10T08:27:13.747Z,Wiyanto,auth.login,Auth,cmtr1g3dd000gjvs0ovn15ng1,"""Wiyanto"" login"
2026-09-10T08:24:04.436Z,Super Admin,user.create,User,cmtv9goqp000hs1014iiptgqr,"Membuat akun user ""OL Test"" (ol-test@vortecsystem.com)"
2026-09-10T08:23:25.975Z,Super Admin,material.mergeDuplicate,Material,cmtv9fuxk000bs101khchcrq5,"Menggabungkan bahan baku duplikat: tambah 50 pcs ""Baut M6"""
2026-09-10T08:23:25.798Z,Super Admin,material.create,Material,cmtv9fuxk000bs101khchcrq5,"Menambahkan bahan baku ""Baut M6"""
2026-09-10T08:23:04.427Z,Angga Test PM,auth.login,Auth,cmtv9f1me0004s101cz0rka95,"""Angga Test PM"" login"
2026-09-10T08:22:47.832Z,Super Admin,user.create,User,cmtv9f1me0004s101cz0rka95,"Membuat akun user ""Angga Test PM"" (angga-test@vortecsystem.com)"
2026-09-10T08:22:26.303Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T08:22:00.879Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T07:01:07.293Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T06:58:46.554Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T06:49:21.008Z,Super Admin,user.delete,User,cmtv62d0t000xth011r7nnkg0,"Menghapus akun user ""Gate Test Engineer"""
2026-09-10T06:49:20.980Z,Super Admin,user.delete,User,cmtv61tce000oth017ytsaqn1,"Menghapus akun user ""Gate Test Leader"""
2026-09-10T06:49:20.948Z,Super Admin,user.delete,User,cmtv61bwk000hth01escx3vwe,"Menghapus akun user ""Gate Test OM"""
2026-09-10T06:49:20.856Z,Super Admin,user.delete,User,cmtv60o85000ath01ldlqogjy,"Menghapus akun user ""Gate Test Director"""
2026-09-10T06:48:57.735Z,Gate Test Engineer,role.rename,Role,electrical-engineer,"Mengubah nama jabatan menjadi ""Electrical Engineer"""
2026-09-10T06:48:57.693Z,Gate Test Engineer,auth.login,Auth,cmtv62d0t000xth011r7nnkg0,"""Gate Test Engineer"" login"
2026-09-10T06:48:57.212Z,Super Admin,user.create,User,cmtv62d0t000xth011r7nnkg0,"Membuat akun user ""Gate Test Engineer"" (gate-test-engineer@vortecsystem.com)"
2026-09-10T06:48:43.839Z,Gate Test Leader,role.rename,Role,operational-leader,"Mengubah nama jabatan menjadi ""Operational Leader"""
2026-09-10T06:48:43.686Z,Gate Test Leader,auth.login,Auth,cmtv61tce000oth017ytsaqn1,"""Gate Test Leader"" login"
2026-09-10T06:48:31.703Z,Super Admin,user.create,User,cmtv61tce000oth017ytsaqn1,"Membuat akun user ""Gate Test Leader"" (gate-test-leader@vortecsystem.com)"
2026-09-10T06:48:20.249Z,Gate Test OM,auth.login,Auth,cmtv61bwk000hth01escx3vwe,"""Gate Test OM"" login"
2026-09-10T06:48:09.148Z,Super Admin,user.create,User,cmtv61bwk000hth01escx3vwe,"Membuat akun user ""Gate Test OM"" (gate-test-om@vortecsystem.com)"
2026-09-10T06:47:47.452Z,Gate Test Director,auth.login,Auth,cmtv60o85000ath01ldlqogjy,"""Gate Test Director"" login"
2026-09-10T06:47:38.472Z,Super Admin,user.create,User,cmtv60o85000ath01ldlqogjy,"Membuat akun user ""Gate Test Director"" (gate-test-director@vortecsystem.com)"
2026-09-10T06:44:15.160Z,Super Admin,dailyReport.create,DailyReport,cmtv5wbds0003th01t3426t1o,Mengisi daily report tanggal 2026-09-11
2026-09-10T06:43:54.513Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T06:24:09.518Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T06:08:12.898Z,Wiyanto,auth.login,Auth,cmtr1g3dd000gjvs0ovn15ng1,"""Wiyanto"" login"
2026-09-10T06:07:56.874Z,Kia,auth.login,Auth,cmtr1g3dr000njvs0n1qlg4tf,"""Kia"" login"
2026-09-10T06:01:00.618Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-10T05:59:57.062Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-10T05:56:20.479Z,Wiyanto,auth.login,Auth,cmtr1g3dd000gjvs0ovn15ng1,"""Wiyanto"" login"
2026-09-10T05:51:22.420Z,Tarmono,dailyReport.create,DailyReport,cmtv40b9g000tl101f432axvw,Mengisi daily report tanggal 2026-09-10
2026-09-10T05:51:14.591Z,Tarmono,auth.login,Auth,cmtr1g3e4000qjvs0qkxak1vt,"""Tarmono"" login"
2026-09-10T05:50:57.206Z,Haidir,auth.login,Auth,cmtr1g3be0003jvs0m560o76r,"""Haidir"" login"
2026-09-10T05:50:07.791Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T05:49:59.552Z,Kia,auth.login,Auth,cmtr1g3dr000njvs0n1qlg4tf,"""Kia"" login"
2026-09-10T05:48:04.359Z,Rafif,auth.login,Auth,cmtr1g3d0000djvs018il0b8i,"""Rafif"" login"
2026-09-10T05:47:41.430Z,Haidir,auth.login,Auth,cmtr1g3be0003jvs0m560o76r,"""Haidir"" login"
2026-09-10T05:46:45.865Z,Aryo,auth.login,Auth,cmtr1g3gi0019jvs0eyzlxgvx,"""Aryo"" login"
2026-09-10T05:45:37.886Z,Angga,auth.login,Auth,cmtqvqnhc0001jvf0xqwkav66,"""Angga"" login"
2026-09-10T05:44:27.241Z,Wisnuazi,project.delete,Project,cmtqyjatl0012jvt03q5c6gtd,"Menghapus project ""Sistem Monitoring Tangki BBM"" beserta seluruh task dan dokumennya"
2026-09-10T05:43:52.283Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
2026-09-10T05:23:06.800Z,Super Admin,role.memberRemove,Role,project-manager,Menghapus Agan dari jabatan Project Manager
2026-09-10T05:23:06.728Z,Super Admin,role.memberAdd,Role,project-manager,Menambahkan Agan ke jabatan Project Manager
2026-09-10T05:23:06.275Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T04:57:34.580Z,Super Admin,employee.delete,Employee,cmtv218gj0026s101krjinr6v,"Menghapus karyawan ""Wisnuazi"" dari jabatan ""Project Manager"""
2026-09-10T04:57:13.186Z,Super Admin,auth.login,Auth,cmtqv9to20000jv4ssyxfce20,"""Super Admin"" login"
2026-09-10T04:57:04.389Z,Super Admin,auth.loginFailed,Auth,cmtqv9to20000jv4ssyxfce20,"Percobaan login gagal (password salah) untuk ""Super Admin"""
2026-09-10T04:56:20.438Z,Wisnuazi,auth.login,Auth,cmtr1g3eu000yjvs0h7y7a2tl,"""Wisnuazi"" login"
